key,Title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,Abstract,notes,doi,keywords,pubmed_id,pmc_id;;;;;;;;;;;;;;;;;;;
"rayyan-358097791,Lexical Representation of Dense Numerical Vectors: Introducing Langvec,2024,,,Mathematics and Informatics,""1310-2230 , EISSN = 1314-8532"",67,3,235-252,""Emanuilov, Simeon and Dimov, Aleksandar"",,,,,""High-dimensional numerical vectors are widely used in machine learning for searching and indexing data. However, it is often difficult for users to interpret their meaning. To address this, we introduce a novel approach that transforms dense vectors into human-readable lexical representations using a percentile-based mapping approach. The essence of the approach is a mapping of words from a predefined/custom lexicon to vectors based on their relative local magnitudes. This way, it enables intuitive visualization of the semantic similarities and differences between complex data points and allows for domain-specific interpretability. It provides an easy way to deduplicate dense vectors (even near-duplicates) and can generate locality-aware hash-like representations, which can be used for efficient indexing and retrieval in various applications. The approach has also been implemented in an open-source library called LangVec. The paper provides examples on LangVec usage and highlights the key applications, including semantic search, recommendation systems, and clustering of numerical data into a human-readable format."","""",10.53656/math2024-3-1-lex,interpretable machine learning vector representations lexical mapping semantic similarity cluster...";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = ssemanuilo@fmi.uni-sofia.bg aldi@fmi.uni-sofia.bg;Affiliations = University of Sofia,,;;;;;;;;;;;;;;;
"rayyan-358097792,A multi-criteria course recommendation system based on the skyline BNL and top-kws algorithms,2025,,,International Journal of Learning Technology,""1477-8386 , EISSN = 1741-8119"",20,1,,""Er-Rafyg, Aicha and Idrissi, Abdellah and El Handri, Kaoutar"",,,,,""In today's digital age, online courses have become a valuable tool for learners to acquire new skills and knowledge. The global outbreak of COVID-19 has further accelerated the adoption of online learning as education service providers are forced to move their courses online to ensure the continuity of education. However, with many online courses, learners often find it challenging to select courses that meet their preferences and requirements. To address this issue, recommender systems (RS) have emerged as a popular solution for automatically analysing data and providing personalised recommendations to learners. Our previous work proposed a course RS based on the skyline block-nested-loops (BNL) algorithm. This algorithm filters courses based on multiple criteria, such as course duration, price, difficulty level, and rating, allowing learners to select courses that meet their specific preferences. However, the skyline BNL algorithm has limitations when learners must consider several criteria simultaneously. This limitation led us to propose a new RS that combines skyline BNL and top-k weighted sum (top-kws). The top-kws algorithm ranks courses based on a weighted sum of their features, allowing learners to select courses based on their relative importance."","""",10.1504/IJLT.2025.145212,multi-criteria recommender systems courses recommendation system skyline BNL algorithm top-kws al...";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = a.errafyg@um5r.ac.ma a.idrissi@um5r.ac.ma kaoutar.elhandri@isga.ma;Affiliations = Mohammed V University in Rabat,,;;;;;;;;;;;;;;;
"rayyan-358097793,Personalised recommendation method for MOOC online educational resources: collaborative filtering algorithm,2025,,,International Journal of Continuing Engineering Education and Life-Long Learning,""1560-4624 , EISSN = 1741-5055"",35,1,,""Fan, Min"",,,,,""In order to address the practical challenges associated with the low recall rate, accuracy, and user satisfaction in conventional personalised recommendation approaches for educational materials, a personalised recommendation method for MOOC online educational resources based on collaborative filtering algorithm is proposed. The mean shift clustering algorithm is used for clustering processing of MOOC platform data, and the MFA algorithm is used to dimensionality reduction process the clustering results. Learner interest are determined by considering the label preference based on frequency weight, time weight, comprehensive frequency and time, as well as learners' interest preferences for label clusters. Based on the analysis of learner interest, personalised recommendation of MOOC online education resources is achieved using a collaborative filtering algorithm based on semi-supervised learning. Experimental results show that the maximum recall rate of this method is 98.3\%, the maximum recommendation accuracy is 97.8\%, the mean learner satisfaction is 97.95, indicating good recommendation effectiveness."","""",10.1504/IJCEELL.2025.143803,collaborative filtering algorithm MOOC online educational resources personalised recommendation s...";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = fmtg7788@163.com;Affiliations = Hangzhou Vocational & Technical College;Funding-Acknowledgement = The 2021 Hangzhou Philosophy and Social Science Planning Project Base P...;Funding-Text = This work was supported by 2021 Hangzhou Philosophy and Social Science Planning Pr...;Number-of-Cited-References = 16;Times-Cited = 1;Usage-Count-Last-180-days = 4;Usage-Count-Since-2013 = 5;Journal-ISO = Int. J. Contin. Eng. Educ. Life-Long Learn.;Doc-Delivery-Number = R6S6E;Web-of-Science-Index = Emerging Sources Citation Index (ESCI),,;;;;;;
"rayyan-358097794,An Automatic Optimal Course Recommendation Method for Online Math Education Platforms Based on Bayesian Model,2021,,,International Journal of Emerging Technologies in Learning,1863-0383,16,13,95-107,""Fan, Yongyan and Zhang, Jing and Zu, Dingli and Zhang, Hongyu"",,,,,""Online education platforms inject new vitality into the field of education, and greatly improves the accessibility to high-quality education resources. However, the current online education platforms do not support independent course selection based on personal preferences. To solve this problem, this paper designs an automatic recommendation method of optimal courses for online math education platforms based on Bayesian model. The results show that the Bayesian model can simulate the causal relationship between real-world affairs by building a graphic model based on the graph theory and the probability theory"; the model can effectively merge priori and posteriori information, and encode the causality between knowledge points;" the model clearly outshines user-based collaborative filtering model, term-based collaborative filtering model, and SlopeOne model, and achieves a stable accuracy rate in automatic recommendation of courses. The research provides an empirical evidence to the improvement and innovation of professional online math course platforms."","""",10.3991/ijet.v16i13.24039,Online education platform bayesian model independent course selection automatic recommendation sc...";Keywords-Plus = MATHEMATICS EDUCATION COMPUTERS LITERACY NETWORKS;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = dttongcz@163.com;Affiliations = Cangzhou Normal University;Number-of-Cited-References = 32;Times-Cited = 6;Usage-Count-Last-180-days = 0;Usage-Count-Since-2013 = 23;Journal-ISO = Int. J. Emerg. Technol. Learn.;Doc-Delivery-Number = TI4CH;Web-of-Science-Index = Emerging Sources Citation Index (ESCI),,;;;;;
"rayyan-358097795,Enhancing Academic Decision-Making: A Pilot Study of AI-Supported Journal Selection in Higher Education,2025,,,Innovative Higher Education,""0742-5627 , EISSN = 1573-1758"",,,,""Farber, Shai"",,,,,""This pilot study explores the potential role of artificial intelligence (AI) technologies in enhancing the academic manuscript-to-journal matching process, focusing on Large Language Models (LLMs). Through a focused evaluation of LLM-based recommendation systems, the study analyzes their performance across 40 papers from four distinct disciplines: law, psychology, exact sciences, and engineering. The research uniquely compares LLM-generated journal suggestions to expert human evaluations, providing insights into LLM's strengths and limitations. Findings reveal that while LLMs excel in fields with well-established publishing norms, such as psychology and exact sciences, they struggle with interdisciplinary research, niche topics, and emerging fields, particularly in law and engineering. The study contributes new evidence by identifying specific patterns in LLM's performance across disciplines and highlighting critical challenges, such as regional journal biases and the inability to fully address innovative or complex methodologies. These insights establish a foundation for improving AI systems and emphasize the importance of integrating AI capabilities with human expertise for a balanced, efficient, and effective approach to journal selection."","""",""10.1007/s10755-025-09791-3 , EarlyAccessDate = FEB 2025"",Academic publishing Journal selection Artificial intelligence Recommendation systems Scholarly co...";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = Shaif@yvc.ac.il,,;;;;;;;;;;;;;;;;
"rayyan-358097796,Optimization Analysis and Implementation of Online Wisdom Teaching Mode in Cloud Classroom Based on Data Mining and Processing,2021,,,International Journal of Emerging Technologies in Learning,1863-0383,16,1,205-218,""Gao, Jing and Yue, Xiao-Guang and Hao, Lulu and Crabbe, M. James C. and Manta, Otilia and Duarte, Nelson"",,,,,""The rapid development of Internet technology and information technology is rapidly changing the way people think, recognize, live, work and learn. In the context of Internet + education, the emerging learning form of a cloud classroom has emerged. Cloud classroom refers to the process in which learners use the network as a way to obtain learning objectives and learning resources, communicate with teachers and other learners through the network, and build their own knowledge structure. Because it breaks the boundaries of time and space, it has the characteristics of freedom, high efficiency and extensiveness, and is quickly accepted by learners of different ages and occupations. The traditional cloud classroom teaching mode has no personalized recommendation module and cannot solve an information overload problem. Therefore, this paper proposes a cloud classroom online teaching system under the personalized recommendation system. The system adopts a collaborative filtering recommendation algorithm, which helps to mine the potential preferences of users and thus complete more accurate recommendations. It not only highlights the core position of personalized curriculum recommendation in the field of online education, but also makes the cloud classroom online teaching mode more intelligent and meets the needs of intelligent teaching."","""",10.3991/ijet.v16i01.18233,Internet technology Cloud classroom Teaching mode Online teaching system Smart teaching";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = haolulu8870@126.com;Affiliations = Wuhan Business University European University Cyprus University of Oxford Universi...,,;;;;;;;;;;;;;;;
"rayyan-358097797,Reuse of e-learning personalization components,2022,,,Smart Learning Environments,,9,1,,""Ghallabi, Sameh and Essalmi, Fathi and Jemni, Mohamed and Kinshuk"",,,,,""Personalized learning systems use several components in order to create courses adapted to the learners'characteristics. Current emphasis on the reduction of costs of development of new resources has motivated the reuse of the e-learning personalization components in the creation of new components. Several systems have been proposed in the literature. Each system implements a specific approach and includes a set of software components. However, many of these components are not easily reusable. This paper proposes an architecture, which aims to improve the representation of learning components in a reusable and interoperable way. As a result, these components could be integrated easily for the creation of personalized learning courses. This architecture consists of five main packages: learner model, adaptation model, reuse facilities, learner interface and pedagogical knowledge. An experiment is conducted to validate the proposed architecture. The obtained results illustrate the optimal composition of e-learning personalization components through an example."","""",""10.1186/s40561-022-00214-w , Article-Number = 32 , EISSN = 2196-7091"",Federation E-learning components Personalization Optimal composition A * algorithm";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = gallabsameh333@gmail.com;Affiliations = Athabasca University,,;;;;;;;;;;;;;;;
"rayyan-358097798,""Supervised Machine Learning Model to Predict the Bank Loan Application Using Binary Classification, Decision Tree and Random Forest"",2022,,,International Journal of Early Childhood Special Education,1308-5581,14,2,4510-4518,""Gnanasekar, A. and Rani, P. Shobha and Akash, S. and Arjunan, S. and Devananth, A."",,,,,""This paper presents an online fraud detection system that uses anomaly detection to monitor an individual's behavior pattern and compare it with its usage history, which is a representation of the user's normal behavior patterns. Fraud is indicated by any significant deviation from normal behavior. The mechanism suffers from three disadvantages. Limited observations from the historical data, assorted nature of transaction data, and highly distorted information lead to unusually high positive failure rates of anomaly detection. Therefore, we propose a ranking metric embedding-based multi-contextual behavior profiling (ReMEMBeR) model to incorporate the detection mechanism effectively. We transform the original anomaly detection problem into a pseudo-recommender system problem and solve it using a ranking metric embedding-based method. With collaborative filtering, an individual could utilize information from similar individuals implicitly and automatically, which alleviates the individual's possible lack of historical data. By the ranking scheme, the model is trained to maximize the ability to distinguish between legitimate and fraudulent transactions. This helps to make full use of label information and, thus, solves the data skewness problem to the utmost extent. The proposed model integrates multi-contextual behaviour patterns, from purely local to more global ones. Evaluating transactions against multi- contextual behaviour patterns could reduce the error rate and, hence, could bring down the false positive rate. By creating a contrast vector for each transaction based on the customer's past behavior sequence, we profile the differentiation rate of each current transaction against the customer's behavior preference."","""",10.9756/INT-JECSE/V14I2.499,Anomaly detection ReMEMBeR multi-contextual behavior profiling filtering online banking fraud det...";Keywords-Plus = E-COMMERCE TRANSACTIONS CARD FRAUD DETECTION SYSTEM;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education;Special;Author-Email = ags.cse@rmd.ac.in psr.cse@rmd.ac.in ucs18106@rmd.ac.in ucs18111@rmd.ac.in ucs18123...,,;;;;;;;;;;;;;;
"rayyan-358097799,Science teacher's assessment of their students' models,2025,,,International Journal of Science Education,""0950-0693 , EISSN = 1464-5289"",,,,""Gonzalez-Donoso, Alexis and Khan, Samia and Stewart, Jaclyn"",,,,,""This study explores science teachers' assessment of their students' models. The Questionnaire of Assessment Literacy (QALMBT-Modeling) was developed to investigate the range of in-service science teachers (ISTs)' assessment practices in model-based teaching (MBT). The questionnaire was informed by an assessment literacy (AL) framework and rooted in studies on modelling in science education. This Likert-type scale questionnaire was administered to 386 middle and high school science teachers in Chile. Statistical analyses demonstrated strong reliability and structural validity of the scale and exploratory factor analysis revealed three key dimensions of AL in MBT (ALMBT): (1) assessment strategies to elicit, evaluate, and support student modelling";" (2) facilitation of student-led evaluation and refinement of models through peer and self-assessment, (3) and communication of assessment criteria for student models. Analysis of item-level data showed that while teachers frequently provide feedback and evaluate students' conceptual understanding of models, they less often involve students in peer/self-assessment or use student-generated criteria to assess models which are practices critical to epistemic growth in MBT. This work supports future efforts to refine assessment practices and promote reflective, model-rich science instruction, particularly during the evaluation and modification phases of the instructional cycle."","""",""10.1080/09500693.2025.2517889 , EarlyAccessDate = JUN 2025"",Model-based teaching science teacher education assessment";Keywords-Plus = ASSESSMENT LITERACY KNOWLEDGE CRITERIA;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = alexis.gonzalezdonoso@ubc.ca;Affiliations = University of British Columbia University of British Columbia,,;;;;;;;;;;;;;
"rayyan-358097800,Sharing Digital Health Educational Resources in a One-Stop Shop Portal: Tutorial on the Catalog and Index of Digital Health Teaching Resources (CIDHR) Semantic Search Engine,2024,,,Jmir Medical Education,2369-3762,10,,,""Grosjean, Julien and Benis, Arriel and Dufour, Jean Charles and Lejeune, Emeline and Disson, Flavien and Dahamna, Badisse and Cieslik, Helene and Leguillon, Romain and Faure, Matthieu and Dufour, Frank and Staccini, Pascal and Darmoni, Stefan Jacques"",,,,,""Background: Access to reliable and accurate digital health web-based resources is crucial. However, the lack of dedicated search engines for non -English languages, such as French, is a significant obstacle in this field. Thus, we developed and implemented a multilingual, multiterminology semantic search engine called Catalog and Index of Digital Health Teaching Resources (CIDHR). CIDHR is freely accessible to everyone, with a focus on French-speaking resources. CIDHR has been initiated to provide validated, high-quality content tailored to the specific needs of each user profile, be it students or professionals. Objective: This study's primary aim in developing and implementing the CIDHR is to improve knowledge sharing and spreading in digital health and health informatics and expand the health-related educational community, primarily French speaking but also in other languages. We intend to support the continuous development of initial (ie, bachelor level), advanced (ie, master and doctoral levels), and continuing training (ie, professionals and postgraduate levels) in digital health for health and social work fields. The main objective is to describe the development and implementation of CIDHR. The hypothesis guiding this research is that controlled vocabularies dedicated to medical informatics and digital health, such as the Medical Informatics Multilingual Ontology (MIMO) and the concepts structuring the French National Referential on Digital Health (FNRDH), to index digital health teaching and learning resources, are effectively increasing the availability and accessibility of these resources to medical students and other health care professionals. Methods: First, resource identification is processed by medical librarians from websites and scientific sources preselected and validated by domain experts and surveyed every week. Then, based on MIMO and FNRDH, the educational resources are indexed for each related knowledge domain. The same resources are also tagged with relevant academic and professional experience levels. Afterward, the indexed resources are shared with the digital health teaching and learning community. The last step consists of assessing CIDHR by obtaining informal feedback from users. Results: Resource identification and evaluation processes were executed by a dedicated team of medical librarians, aiming to collect and curate an extensive collection of digital health teaching and learning resources. The resources that successfully passed the evaluation process were promptly included in CIDHR. These resources were diligently indexed (with MIMO and FNRDH) and tagged for the study field and degree level. By October 2023, a total of 371 indexed resources were available on a dedicated portal. Conclusions: CIDHR is a multilingual digital health education semantic search engine and platform that aims to increase the accessibility of educational resources to the broader health care-related community. It focuses on making resources ``findable, '' ``accessible, '' ``interoperable, '' and ``reusable '' by using a one -stop shop portal approach. CIDHR has and will have an essential role in increasing digital health literacy."","""",""10.2196/48393 , Article-Number = e48393"",digital health medical informatics medical education search engine knowledge management semantic ...";Keywords-Plus = INFORMATICS COOPERATION;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education;Scientific Disciplines;Author-Email = julien.grosjean@chu-rouen.fr;Affiliations = Universite de Rouen Normandie CHU de Rouen Sorbonne Universite Institut National d...,,;;;;;;;;;;;;;
"rayyan-358097801,Ontology-Driven Project Recommendation for Intelligent Recommender System,2025,,,Interactive Learning Environments,""1049-4820 , EISSN = 1744-5191"",,,,""Hadyaoui, Asma and Cheniti-Belcadhi, Lilia"",,,,,""The growing intersection of educational technology and personalized learning has led to the development of sophisticated Recommender Systems (RSs) that enhance learner engagement. This article introduces PEARL (Project Engagement and Affinity Recommender with Learning), a novel ontology-driven RS designed for Project-Based Collaborative Learning (PBCL) environments. PEARL integrates collaborative filtering, decision algorithms, and ontology-based personalization to generate context-aware project recommendations that align with learners' competencies and pedagogical goals. At the core of PEARL is an intelligent recommendation engine that employs feedback loops to iteratively refine predictions by analyzing learner interactions, project characteristics, and group dynamics. Empirical validation conducted in a Python programming course demonstrated the framework's effectiveness, achieving precision and recall rates of 82\% and 78\%, respectively. These metrics highlight PEARL's ability to deliver relevant and engaging project suggestions while maintaining a balance between individual personalization and collaborative team formation. PEARL has shown significant potential to improve learner engagement and project completion rates, establishing it as a valuable advancement in educational technology. These findings contribute to the development of adaptive and intelligent RS tailored for PBCL environments."","""",""10.1080/10494820.2025.2482587 , EarlyAccessDate = MAR 2025"",Collaborative learning project-based collaborative learning (PBCL) recommender systems personaliz...";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = asmahadyaoui@gmail.com;Affiliations = Universite de Sousse,,;;;;;;;;;;;;;;;
"rayyan-358097802,Learner Modeling in Educational Games Based on Fuzzy Logic and Gameplay Data,2021,,,International Journal of Game-Based Learning,""2155-6849 , EISSN = 2155-6857"",11,2,38-60,""Hamdaoui, Nabila and Idrissi, Mohammed Khalidi and Bennani, Samir"",,,,,""Over the last years there has been a growing interest in the use of educational games as learning tools. Educational games have proven to contribute in enhancing student motivation, increasing their engagement and providing them with personalized and adaptive learning. Learner modeling is a prerequisite when it comes to adaptive learning";" it is used to represent student's knowledge, needs, and characteristics. This paper presents a modeling technique based on fuzzy logic that uses gameplay data and expert rules to predict learners preferred learning and playing styles. To test the fuzzy rule-based systems, the educational game Woodland was designed bearing in mind the VARK learning styles and the Bartle playing styles. High school students played the educational game Woodland and the results of the FRBSs were compared with the result of the questionnaires. A great correlation was found between the FRBSs results and the questionnaire results."","""",10.4018/IJGBL.2021040103,Educational Games Fuzzy Logic Gameplay Metrics Learners Modeling Rules";Keywords-Plus = STYLES BEHAVIOR SYSTEM;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Affiliations = Mohammed V University in Rabat Mohammed V University in Rabat,,;;;;;;;;;;;;;;
"rayyan-358097803,Survey of Machine Learning Techniques for Student Profile Modelling,2021,,,International Journal of Emerging Technologies in Learning,,16,4,136-151,""Hamim, Touria and Benabbou, Faouzia and Sael, Nawal"",,,,,""Developments in information technology have led to the emergence of several online platforms for educational purposes, such as e-learning platforms, e-recommendation systems, e-recruitment system, etc. These systems exploit advances in Machine Learning to provide services tailored to the needs and profile of students. In this paper, we propose a state of art on student profile modelling using machine learning techniques during last four years. We aim to analyse the most used and most efficient machine learning techniques in both online and face-to-face education context, for different objectives such as failure, dropout, orientation, academic performance, etc. and also analyse the dominant features used for each objective in order to achieve a global view of the student profile model. Decision Tree is the most used and the most efficient by most of research studies. And academic, personal identity and online behaviour are the top characteristics used for the student profile. To strengthen the survey results, an experiment was carried out, based on the application of machine learning techniques extracted from the state of art analysis, on the same datasets. Decision tree gave the highest performance, which confirms the survey results."","""",""10.3991/ijet.v16i04.18643 , EISSN = 1863-0383"",Profile modelling Student profile Machine learning";Keywords-Plus = PERFORMANCE PREDICTION ANALYTICS PATTERNS SYSTEM ENGAGEMENT FAILURE;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = hamimxtouria@gmail.com faouzia.benabbou@univh2c.ma saelnawal@hotmail.com;Affiliations = Hassan II University of Casablanca,,;;;;;;;;;;;;;;
"rayyan-358097804,A Categorization of Workplace Learning Goals for Multi-Stakeholder Recommender Systems: A Systematic Review,2023,,,Techtrends,""8756-3894 , EISSN = 1559-7075"",67,1,98-111,""Hemmler, Yvonne M. and Rasch, Julian and Ifenthaler, Dirk"",,,,,""Educational recommender systems offer benefits for workplace learning by tailoring the selection of learning activities to the individual's learning goals. However, existing systems focus on the learner as the primary stakeholder of learning processes and do not consider the organization's perspective. We conducted a systematic review to develop a categorization of workplace learning goals for multi-stakeholder recommender systems. Out of an initial set of 13,198 publications exported from databases, a final sample of 34 key publications was identified, according to predefined inclusion criteria. Content analysis and reflective exchange were deployed to synthesize workplace learning goals investigated in the key publications. We identified five categories of workplace learning goals that can be arranged along a dimension from intrinsic (goals set exclusively by the learner) to external (goals set exclusively by the organization). Our categorization provides a common language for multi-stakeholder recommender systems incorporating both the learner's and the organization's perspectives."","""",""10.1007/s11528-022-00777-y , EarlyAccessDate = SEP 2022"",Learning goals Recommender systems Systematic review Categorization Workplace learning";Keywords-Plus = CONTINUING PROFESSIONAL-DEVELOPMENT SELF-DETERMINATION THEORY TEACHER EDUCATORS N...;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = yvonne.hemmler@uni-mannheim.de dirk@ifenthaler.info;Affiliations = University of Mannheim Curtin University,,;;;;;;;;;;;;;;
"rayyan-358097805,Extract Tacit Knowledge in the Learner Model of the Smart Tutoring System,2020,,,International Journal of Emerging Technologies in Learning,1863-0383,15,4,235-240,""Hibbi, Fatima-Zohra and Abdoun, Otman and Haimoudi, El Khatir"",,,,,""Knowledge management (KM) is one of the main factors that have become extremely popular in recent years. KM is the processes which people explain information data using scientific and technological media and summarize it into concepts and rules to generate knowledge. This later can be implicit or explicit one. The aim of this contribution is to convert the tacit knowledge into explicit using Metaheuristics techniques. This paper aims to develop a model for converting tacit knowledge into explicit knowledge, using the Metaheuristics algorithm for the E-learning platform. For that purpose, the knowledge conversion process will respect the following steps: define the source of tacit knowledge and their methods, classify the tacit knowledge, then we evaluate the implicit knowledge conversion."","""",10.3991/ijet.v15i04.11781,Knowledge Management Metaheuristics Tacit Knowledge Competitive learning Algorithm";Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = fatima.zohra.official@gmail.com abdoun.otman@gmail.com elkhatir@gmail.com;Affiliations = Abdelmalek Essaadi University of Tetouan Abdelmalek Essaadi University of Tetouan ...,,;;;;;;;;;;;;;;;
"rayyan-358097806,Memory-Based Dynamic Bayesian Networks for Learner Modeling: Towards Early Prediction of Learners' Performance in Computational Thinking,2024,,,Education Sciences,,14,8,,""Hooshyar, Danial and Druzdzel, Marek J."",,,,,""Artificial intelligence (AI) has demonstrated significant potential in addressing educational challenges in digital learning. Despite this potential, there are still concerns about the interpretability and trustworthiness of AI methods. Dynamic Bayesian networks (DBNs) not only provide interpretability and the ability to integrate data-driven insights with expert judgment for enhanced trustworthiness but also effectively process temporal dynamics and relationships in data, crucial for early predictive modeling tasks. This research introduces an approach for the temporal modeling of learners' computational thinking abilities that incorporates higher-order influences of latent variables (hereafter referred to as memory of the model) and accordingly predicts learners' performance early. Our findings on educational data from the AutoThinking game indicate that when using only first-order influences, our proposed model can predict learners' performance early, with an 86\% overall accuracy (i.e., time stamps 0, 5, and 9) and a 94\% AUC (at the last time stamp) during cross-validation and 91\% accuracy and 98\% AUC (at the last time stamp) in a holdout test. The introduction of higher-order influences improves model accuracy in both cross-validation and holdout tests by roughly 4\% and improves the AUC at timestamp 0 by roughly 2\%. This suggests that integrating higher-order influences into a DBN not only potentially improves the model's predictive accuracy during the cross-validation phase but also enhances its overall and time stamp-specific generalizability. DBNs with higher-order influences offer a trustworthy and interpretable tool for educators to foresee and support learning progression."","""",""10.3390/educsci14080917 , Article-Number = 917 , EISSN = 2227-7102"",early prediction learner modeling dynamic Bayesian network interpretable and trustworthy AI compu...";Keywords-Plus = INTERPRETABLE AI KNOWLEDGE STATE;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = danial.hooshyar@tlu.ee m.druzdzel@pb.edu.pl;Affiliations = Tallinn University Bialystok University of Technology,,;;;;;;;;;;;;;;
"rayyan-358097807,Early prediction of mid-term and final scores using deep learning models,2024,,,Knowledge Management \& E-Learning-an International Journal,2073-7904,16,3,,""Hooshyar, Danial and El Mawas, Nour and Yang, Yeongwook"",,,,,""The use of learner modelling approaches is critical for providing adaptive support in educational computer games, with predictive learner modelling being among the key approaches. While adaptive supports have been shown to improve the effectiveness of educational games, improperly customized support can have negative effects on learning outcomes. To tackle these challenges, we present a novel approach, called DeepLM, that considers a series of time windows representing both sequences of learners' actions during gameplay and estimation of their current competencies (using stealth assessment) to model learners and accordingly predict their future performance. The approach employs a variant of deep neural networks to early predict learners' midterm and final scores simultaneously. The results show that using 20-50\% of learners' action sequences can early predict their final scores, with a cross-validated convolutional neural network (CNN) achieving an area under the curve (AUC) and accuracy of 0.879 and 85.3\%, respectively. The same model can also achieve high accuracy in predicting midterm and final scores at the same time, with an AUC and accuracy of 0.848 and 77.9\%. Overall, the CNN model outperforms recurrent neural network, long short-term memory, and baseline multilayer perceptron (MLP) models in predicting learners' final performance and performs better than the baseline MLP model in predicting learners' midterm and final performance using both cross-validation and independent datasets. These findings show the potential of the proposed approach in accurately early predicting learners' performance, allowing educators and game designers to tailor interventions and support mechanisms that could lead to optimized learning outcomes."","""",10.34105/j.kmel.2024.16.019,Stealth assessment Predictive learner modelling Deep neural networks Adaptive supports Educationa...";Keywords-Plus = GAME PERCEPTIONS STUDENTS RISK;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = danial.hooshyar@tlu.ee nour.el-mawas@univ-lorraine.fr yeongwook.yang@gmail.com;Affiliations = Tallinn University Universite de Lorraine Gangneung-Wonju National University;Funding-Acknowledgement = Tallinn University project entitled ``Fostering the research strand in ...;2021R1C1C2004868] National Research Foundation of Korea (NRF) - Korea government (MSIT) [ 2021R1C...;Funding-Text = This work was supported by the Tallinn University project entitled ``Fostering the...;the COPCOT (ANR-22-CE38-0003) project funded by the Agence Nationale de Recherche;and the National Research Foundation of Korea (NRF) grant funded by the Korea government (MSIT) (...;Number-of-Cited-References = 46;Times-Cited = 0;Usage-Count-Last-180-days = 3;Usage-Count-Since-2013 = 4;Journal-ISO = Knowl. Manag. E-Learn.;Doc-Delivery-Number = P3X1T;Web-of-Science-Index = Emerging Sources Citation Index (ESCI),,;;
"rayyan-358097808,A Personalized English Learning Material Recommendation System Based on Knowledge Graph,2021,,,International Journal of Emerging Technologies in Learning,1863-0383,16,11,160-173,""Huang, Yiqin and Zhu, Jiang"",,,,,""The world has rushed into the information age. As the lingua franca, English shapes the global landscape of information transmission and exchange. Mastering English is equivalent to possessing an important tool for acquiring precious information. Therefore, it is very necessary to improve English teaching. This paper analyzes the problems in traditional classroom teaching and online learning of English, and discusses how to keep students unbaffled in online learning, improve their English learning efficiency, and satisfy their personalized demands. Specifically, the relevant data were characterized by knowledge points in English teaching, and used to formulate a knowledge graph. Then, the related knowledge points were labeled in online learning data on learning platforms. After that, user portrait was created by analyzing the data on daily learning behaviors. Finally, collaborative filtering was coupled with content-based recommendation to push English learning resources to students, which meet their personalized demands."","""",10.3991/ijet.v16i11.23317,Knowledge graph personalized English learning learning resources recommendation collaborative fil...";Keywords-Plus = DIVERSITY ACCURACY PLATFORM;Research-Areas = Education & Educational Research;Web-of-Science-Categories = Education & Educational Research;Author-Email = hyqing329@163.com 36946278@qq.com;Funding-Acknowledgement = Commerce Economy Association of China [ 2018ZSZJZD08];Funding-Text = This article is the research result of the Vocational Education Special Research P...;Number-of-Cited-References = 20;Times-Cited = 8;Usage-Count-Last-180-days = 3;Usage-Count-Since-2013 = 54;Journal-ISO = Int. J. Emerg. Technol. Learn.;Doc-Delivery-Number = SO8JN;Web-of-Science-Index = Emerging Sources Citation Index (ESCI),,;;;;;;
